Leg,Timestamp,Phase,Contact
5,1537.554,1,1
5,1537.81,1,1
5,1538.066,1,1
5,1538.3220000000001,1,1
5,1538.578,1,1
5,1538.834,1,1
5,1539.09,1,1
5,1539.346,1,1
5,1539.602,1,1
5,1539.858,1,1
5,1540.114,1,1
5,1540.37,1,1
5,1540.626,1,1
5,1540.882,1,1
5,1541.138,1,1
5,1541.394,1,1
5,1541.65,1,1
5,1541.906,1,1
5,1542.162,0,0
5,1542.418,0,0
5,1542.674,0,0
5,1542.93,0,0
5,1543.186,0,0
5,1543.442,0,0
5,1543.699,0,0
5,1543.955,0,0
5,1544.211,0,0
5,1544.467,0,0
5,1544.723,0,0
5,1544.979,0,0
5,1545.491,1,1
5,1545.747,1,1
5,1546.004,1,1
5,1546.26,1,1
5,1546.516,1,1
5,1546.772,1,1
5,1547.028,1,1
5,1547.284,1,1
5,1547.54,1,1
5,1547.796,1,1
5,1548.052,1,1
5,1548.308,1,1
5,1548.564,0,0
5,1548.82,0,0
5,1549.076,0,0
5,1549.332,0,0
5,1549.588,0,0
5,1549.844,0,0
5,1550.1,0,0
5,1550.356,0,0
5,1550.612,0,0
5,1550.868,0,0
5,1551.124,1,1
5,1551.38,1,1
5,1551.636,1,1
5,1551.892,1,1
5,1552.148,1,1
5,1552.404,1,1
5,1552.66,1,1
5,1552.916,1,1
5,1553.172,1,1
5,1553.4279999999999,1,1
5,1553.684,1,1
5,1553.94,1,1
5,1554.196,1,1
5,1554.452,1,1
5,1554.709,1,1
5,1554.965,1,1
5,1555.221,1,1
5,1555.477,1,1
5,1555.733,1,1
5,1555.989,1,1
5,1556.246,1,1
5,1556.502,0,0
5,1556.758,0,0
5,1557.014,0,0
5,1557.27,0,0
5,1557.526,0,0
5,1557.782,0,0
5,1558.038,0,0
5,1558.294,0,0
5,1558.55,1,1
5,1558.806,1,1
5,1559.062,1,1
5,1559.318,1,1
5,1559.574,1,1
5,1559.83,1,1
5,1560.086,1,1
5,1560.342,1,1
5,1560.598,1,1
5,1560.854,1,1
5,1561.11,1,1
5,1561.366,1,1
5,1561.622,1,1
5,1561.878,1,1
5,1562.134,1,1
5,1562.39,1,1
5,1562.646,0,0
5,1562.902,0,0
5,1563.158,0,0
5,1563.414,0,0
5,1563.67,0,0
5,1563.926,0,0
5,1564.182,0,0
5,1564.439,0,0
5,1564.695,0,0
5,1564.951,1,1
5,1565.2069999999999,1,1
5,1565.463,1,1
5,1565.719,1,1
5,1565.975,1,1
5,1566.231,1,1
5,1566.487,1,1
5,1566.743,1,1
5,1566.999,1,1
5,1567.256,1,1
5,1567.512,1,1
5,1567.768,1,1
5,1568.024,1,1
5,1568.28,1,1
5,1568.536,1,1
5,1568.792,1,1
5,1569.048,1,1
5,1569.304,0,0
5,1569.56,0,0
5,1569.816,0,0
5,1570.0720000000001,0,0
5,1570.328,0,0
5,1570.584,0,0
5,1570.84,0,0
5,1571.096,0,0
5,1571.352,0,0
5,1571.608,0,0
5,1571.864,0,0
5,1572.12,0,0
5,1572.376,0,0
5,1572.632,0,0
5,1572.888,1,1
5,1573.144,1,1
5,1573.4,1,1
5,1573.656,1,1
5,1573.912,1,1
5,1574.1680000000001,1,1
5,1574.424,1,1
5,1574.68,1,1
5,1574.936,1,1
5,1575.192,1,1
5,1575.448,1,1
5,1575.705,1,1
5,1575.962,1,1
5,1576.218,1,1
5,1576.474,0,0
5,1576.73,0,0
5,1576.986,0,0
5,1577.242,0,0
5,1577.498,0,0
5,1577.754,0,0
5,1578.01,0,0
5,1578.266,0,0
5,1578.522,0,0
5,1578.778,0,0
5,1579.034,0,0
5,1579.29,0,0
5,1579.546,1,1
5,1579.8029999999999,1,1
5,1580.059,1,1
5,1580.315,1,1
5,1580.571,1,1
5,1580.827,1,1
5,1581.083,1,1
5,1581.339,1,1
5,1581.595,1,1
5,1581.851,1,1
5,1582.107,1,1
5,1582.363,1,1
5,1582.619,1,1
5,1582.875,1,1
5,1583.131,1,1
5,1583.387,1,1
5,1583.643,1,1
5,1583.899,0,0
5,1584.155,0,0
5,1584.411,0,0
5,1584.667,0,0
5,1584.923,0,0
5,1585.179,0,0
5,1585.435,0,0
5,1585.691,0,0
5,1585.9470000000001,0,0
5,1586.203,0,0
5,1586.459,0,0
5,1586.715,0,0
5,1586.971,0,0
5,1587.227,0,0
5,1587.483,0,0
5,1587.739,1,1
5,1587.995,1,1
5,1588.251,1,1
5,1588.507,1,1
5,1588.763,1,1
5,1589.019,1,1
5,1589.275,1,1
5,1589.531,1,1
5,1589.787,1,1
5,1590.0430000000001,1,1
5,1590.299,1,1
5,1590.555,1,1
5,1590.811,1,1
5,1591.067,1,1
5,1591.323,1,1
5,1591.579,1,1
5,1591.835,1,1
5,1592.091,0,0
5,1592.347,0,0
5,1592.603,0,0
5,1592.859,0,0
5,1593.115,0,0
5,1593.371,0,0
5,1593.627,0,0
5,1593.883,0,0
5,1594.139,0,0
5,1594.395,0,0
5,1594.651,0,0
5,1594.907,1,1
5,1595.163,1,1
5,1595.419,1,1
5,1595.675,1,1
5,1595.931,1,1
5,1596.187,1,1
5,1596.443,1,1
5,1596.699,1,1
5,1596.955,1,1
5,1597.211,1,1
5,1597.467,1,1
5,1597.723,1,1
5,1597.979,1,1
5,1598.235,1,1
5,1598.491,1,1
5,1598.747,1,1
5,1599.003,1,1
5,1599.259,1,1
5,1599.515,1,1
5,1599.771,1,1
5,1600.027,1,1
5,1600.283,1,1
5,1600.54,1,1
5,1600.796,1,1
5,1601.052,1,1
5,1601.308,1,1
5,1601.564,1,1
5,1601.82,1,1
5,1602.076,1,1
5,1602.3319999999999,1,1
5,1602.588,1,1
5,1602.844,0,0
5,1603.1,0,0
5,1603.356,0,1
5,1603.612,0,1
5,1603.868,0,1
5,1604.38,0,0
5,1604.636,1,1
5,1604.892,1,1
5,1605.148,1,1
5,1605.404,1,1
5,1605.66,1,1
5,1605.916,1,1
5,1606.172,1,1
5,1606.4279999999999,1,1
5,1606.684,1,1
5,1606.94,1,1
5,1607.196,1,1
5,1607.452,1,1
5,1607.708,1,1
5,1607.964,1,1
5,1608.22,1,1
5,1608.476,1,1
5,1608.732,1,1
5,1608.988,1,1
5,1609.244,1,1
5,1609.5,1,1
5,1610.012,0,0
5,1610.268,0,0
5,1610.524,0,0
5,1610.78,0,0
5,1611.036,0,0
5,1611.292,0,0
5,1611.548,0,0
5,1611.804,0,0
5,1612.06,1,1
5,1612.317,1,1
5,1612.573,1,1
5,1612.829,1,1
5,1613.085,1,1
5,1613.341,1,1
5,1613.597,1,1
5,1613.853,1,1
5,1614.109,1,1
5,1614.365,1,1
5,1614.621,1,1
5,1614.877,1,1
5,1615.133,1,1
5,1615.389,1,1
5,1615.645,1,1
5,1615.901,1,1
5,1616.157,1,1
5,1616.413,1,1
5,1616.669,1,1
5,1616.925,1,1
5,1617.181,1,1
5,1617.439,0,0
5,1617.695,0,0
5,1617.951,0,0
5,1618.2069999999999,0,0
5,1618.463,0,0
5,1618.719,0,0
5,1618.975,0,0
17,1537.3,1,0
17,1537.556,1,0
17,1537.812,0,0
17,1538.068,1,1
17,1538.324,1,1
17,1538.58,1,1
17,1538.836,1,1
17,1539.092,1,1
17,1539.348,1,1
17,1539.604,1,1
17,1539.86,1,1
17,1540.116,1,1
17,1540.372,1,1
17,1540.628,1,1
17,1540.884,1,1
17,1541.14,1,1
17,1541.396,1,1
17,1541.654,1,1
17,1541.911,1,1
17,1542.167,1,1
17,1542.423,1,1
17,1542.679,1,1
17,1542.935,1,1
17,1543.191,1,1
17,1543.4470000000001,1,1
17,1543.703,0,0
17,1543.959,0,0
17,1544.215,0,0
17,1544.471,0,0
17,1544.727,0,0
17,1544.983,0,0
17,1545.239,0,0
17,1545.495,0,0
17,1545.751,0,0
17,1546.007,0,0
17,1546.263,0,0
17,1546.519,1,1
17,1546.776,1,1
17,1547.032,1,1
17,1547.288,1,1
17,1547.544,1,1
17,1547.802,1,1
17,1548.058,1,1
17,1548.314,1,1
17,1548.57,1,1
17,1548.826,1,0
17,1549.082,1,0
17,1549.338,1,0
17,1549.594,1,0
17,1549.85,1,1
17,1550.106,1,1
17,1550.362,1,1
17,1550.618,1,1
17,1550.874,1,1
17,1551.13,1,1
17,1551.386,1,1
17,1551.642,1,1
17,1551.898,1,1
17,1552.154,0,0
17,1552.41,0,0
17,1552.666,0,0
17,1552.922,0,0
17,1553.1779999999999,0,0
17,1553.434,0,1
17,1553.69,1,1
17,1553.946,1,1
17,1554.202,1,1
17,1554.459,1,1
17,1554.715,1,1
17,1554.971,1,1
17,1555.227,1,1
17,1555.483,1,1
17,1555.739,1,1
17,1555.995,1,1
17,1556.251,1,1
17,1556.507,1,1
17,1556.763,1,1
17,1557.019,1,1
17,1557.275,1,1
17,1557.531,1,1
17,1557.787,1,1
17,1558.043,0,0
17,1558.299,0,0
17,1558.555,0,0
17,1558.811,0,0
17,1559.067,0,0
17,1559.323,0,0
17,1559.579,0,0
17,1559.835,0,0
17,1560.091,0,0
17,1560.347,0,0
17,1560.603,1,1
17,1560.859,1,1
17,1561.115,1,1
17,1561.371,1,1
17,1561.627,1,1
17,1561.883,1,1
17,1562.139,1,1
17,1562.395,1,1
17,1562.651,1,1
17,1562.907,1,1
17,1563.163,1,1
17,1563.42,1,1
17,1563.676,1,1
17,1563.932,1,1
17,1564.188,1,1
17,1564.444,1,1
17,1564.7,0,0
17,1564.956,0,0
17,1565.212,0,0
17,1565.468,0,0
17,1565.724,0,0
17,1565.98,0,0
17,1566.236,0,0
17,1566.492,0,0
17,1566.748,1,1
17,1567.004,1,1
17,1567.26,1,1
17,1567.516,1,1
